id: 0x420001c5, name: OFO003_DEFAULT.PNX, group: 0x1000005f, partId: 0x74000007
id: 0x70000d6c, name: COMMON_PARTICLE002_WHITE.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d6d, name: COMMON_PARTICLE002_YELLOW.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d6e, name: COMMON_PARTICLE003_BLUE.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d6f, name: COMMON_PARTICLE003_CYAN.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d70, name: COMMON_PARTICLE003_GREEN.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d71, name: COMMON_PARTICLE003_PINK.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d72, name: COMMON_PARTICLE003_RED.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d73, name: COMMON_PARTICLE003_WHITE.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d74, name: COMMON_PARTICLE003_YELLOW.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d75, name: COMMON_PARTICLE004_BLUE.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d76, name: COMMON_PARTICLE004_CYAN.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d77, name: COMMON_PARTICLE004_GREEN.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d78, name: COMMON_PARTICLE004_PINK.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d79, name: COMMON_PARTICLE004_RED.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d7a, name: COMMON_PARTICLE004_WHITE.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d7b, name: COMMON_PARTICLE004_YELLOW.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d7c, name: COMMON_WARPGATE001_WHIRL.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d7d, name: COOK_CARROT1.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d7e, name: COOK_CARROT2.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d7f, name: COOK_ONION.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d80, name: COOK_PAPRICA.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d81, name: COOK_VEGETABLECOMET.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d82, name: WARRIOR_ARROW.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d83, name: WARRIOR_DOUBLEIMPACT001.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d84, name: WARRIOR_EARTHBREAKER_STONE001.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d85, name: WARRIOR_GUNFIREA.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d86, name: WARRIOR_PIERCE001.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d87, name: WARRIOR_PSYCHICPULSE001.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d88, name: WARRIOR_SONICBLADE001.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d89, name: WARRIOR_SOULOFFIGHTER001.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d8a, name: WARRIOR_SPIRITCRASH001.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000d8c, name: WARRIOR_TORNADO001.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000dc8, name: COMMON_FLAMEA.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000dc9, name: COOK_CHICKEN.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000dcb, name: COOK_FRESHPRESERVE.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000dcc, name: COOK_PIZZA.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000dcd, name: COOK_RAPIDCHOP.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000f4e, name: COMMON_FLAMEB.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000f54, name: COOK_FIREMEATBALL.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000f55, name: COOK_POPCORN.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000f56, name: COOK_POPCORNCASE.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000f58, name: ENGINEER_PORTGATE.DDS, group: 0xffffffff, partId: 0xffffffff
id: 0x70000f59, name: COMMON_SUMMONB.BNX, group: 0x200003b9, partId: 0x7000009d
id: 0x70000f5a, name: COMMON_SUMMONC.BNX, group: 0x200003b9, partId: 0x7000009e
id: 0x70000f5b, name: COMMON_SUMMOND.BNX, group: 0x200003b9, partId: 0x7000009f
id: 0x700012dc, name: BIN01A.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x700012dd, name: BIN01B.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x700012de, name: BIN02.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x700012df, name: BIN03.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x700012e0, name: BIN04.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x700012e1, name: BIN05.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x700012e2, name: BIN06.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x700012e3, name: BIN07.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x700012e4, name: BIN08.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x700012f6, name: CHATCAFE01.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x700012f7, name: CHATCAFE02.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001368, name: SLMON_BAWUI.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001369, name: SLMON_BO.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000136a, name: SLMON_FIGHT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000136b, name: SLMON_GAMESTART.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000136c, name: SLMON_GAWUI.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000136d, name: SLMON_RESULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000136e, name: SLMON_TURN_START_ANT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000136f, name: SLMON_TURN_START_PANDA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001370, name: SLMON_WARNING.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001371, name: SLMON_WINNING.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001372, name: UFO_APPEAR.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001373, name: UFO_BUTTON_APPEAR.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001374, name: UFO_COIN.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001375, name: UFO_DISAPPEAR.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001376, name: UFO_EGG_OPEN.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001377, name: UFO_FAILED.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001378, name: UFO_GAUGE.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000137a, name: UFO_ITEM_DROP.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000137b, name: UFO_LASER_DOWN.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000137c, name: UFO_LASER_UP.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000137d, name: UFO_MOVE.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000137f, name: UFO_START.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001380, name: UFO_SUCCESS.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001384, name: COMMON_CHARGEA_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001385, name: COMMON_DEADSOUL_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001386, name: COMMON_DISAPPEARA_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001387, name: COMMON_HPUPA_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001388, name: COMMON_LOGINA_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001389, name: COMMON_LOGOUTA_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000138a, name: COMMON_NPUPA_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000138b, name: COMMON_PORTALOUTA_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000138c, name: COMMON_PURIFYA_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000138d, name: COMMON_SPUPA_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000138e, name: COOK_VEGETABLEMETEOR_CARROT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000138f, name: TARGET_BLOWL_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001390, name: TARGET_BLOWM_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001391, name: TARGET_BLOWS_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001392, name: TARGET_HAMMERSTAR_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001393, name: TARGET_IMPACTL_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001394, name: TARGET_IMPACTM_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001395, name: TARGET_IMPACTS_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001396, name: TARGET_PIERCEL_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001397, name: TARGET_PIERCEM_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001398, name: TARGET_PIERCES_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001399, name: TARGET_SHOCKL_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000139a, name: TARGET_SHOCKM_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000139b, name: TARGET_SLASHL_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000139c, name: TARGET_SLASHM_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000139d, name: TARGET_SLASHS_E.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000139e, name: WARRIOR_ARROWBASIC_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000139f, name: WARRIOR_ARROWEARTH_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013a0, name: WARRIOR_ARROWFIRE_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013a1, name: WARRIOR_ARROWTHUNDER_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013a2, name: WARRIOR_ARROWWATER_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013a3, name: WARRIOR_ARROWWIND_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013a4, name: WARRIOR_DOUBLEIMPACT_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013a5, name: WARRIOR_EARTHBREAKER_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013a6, name: WARRIOR_GUNFIREDOUBLEGUN_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013a7, name: WARRIOR_GUNFIREHANDGUN_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013a8, name: WARRIOR_GUNFIRESHOTGUN_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013a9, name: WARRIOR_PIERCE_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013ab, name: WARRIOR_TORNADOR_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013ac, name: MON001_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013ad, name: MON002_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013ae, name: MON003_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013af, name: MON004_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013b0, name: MON005_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013b1, name: MON006_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013b2, name: MON007_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013b3, name: MON009_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013b4, name: MON011_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013b5, name: MON012_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013b6, name: MON016_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013b7, name: MON018_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013b8, name: MON019_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013b9, name: MON031_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013ba, name: MON033_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013bb, name: MON034_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013bc, name: MON035_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013bd, name: MON036_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700013be, name: MON037_DEADA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001410, name: FEMALE_EQUIPDEFAULT.BNX, group: 0x70000000, partId: 0x70000115
id: 0x70001411, name: FEMALE_EQUIPLOWER.BNX, group: 0x70000000, partId: 0x70000116
id: 0x70001412, name: FEMALE_EQUIPUPPER.BNX, group: 0x70000000, partId: 0x70000117
id: 0x70001413, name: FEMALE_EQUIPWEAPON.BNX, group: 0x70000000, partId: 0x70000118
id: 0x70001414, name: MALE_EQUIPDEFAULT.BNX, group: 0x70000001, partId: 0x70000115
id: 0x70001415, name: MALE_EQUIPLOWER.BNX, group: 0x70000001, partId: 0x70000116
id: 0x70001416, name: MALE_EQUIPUPPER.BNX, group: 0x70000001, partId: 0x70000117
id: 0x70001417, name: MALE_EQUIPWEAPON.BNX, group: 0x70000001, partId: 0x70000118
id: 0x70001516, name: FEMALE_RESTDOWNA01.BNX, group: 0x70000000, partId: 0x7000011c
id: 0x70001517, name: FEMALE_RESTDOWNA02.BNX, group: 0x70000000, partId: 0x7000011d
id: 0x70001518, name: FEMALE_RESTUPA01.BNX, group: 0x70000000, partId: 0x7000011e
id: 0x70001519, name: FEMALE_RESTUPA02.BNX, group: 0x70000000, partId: 0x7000011f
id: 0x7000151a, name: MALE_RESTDOWNA01.BNX, group: 0x70000001, partId: 0x7000011c
id: 0x7000151b, name: MALE_RESTDOWNA02.BNX, group: 0x70000001, partId: 0x7000011d
id: 0x7000151c, name: MALE_RESTUPA01.BNX, group: 0x70000001, partId: 0x7000011e
id: 0x7000151d, name: MALE_RESTUPA02.BNX, group: 0x70000001, partId: 0x7000011f
id: 0x700015f1, name: COOK_BURNINGGROUND_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015f2, name: COOK_FIREMEATBALL_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015f3, name: COOK_FLYINGPIZZA_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015f4, name: ENGINEER_ICBM_ATTACK.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015f5, name: ENGINEER_ICBM_MOVE.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015f6, name: ENGINEER_MINETRAP_ATTACK.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015f7, name: ENGINEER_MINETRAP_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015f8, name: ENGINEER_PORTGATE_GENERATE.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015f9, name: ENGINEER_RADICONDECOY_MOVE.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015fc, name: WARRIOR_DOUBLEGUN1_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015fd, name: WARRIOR_DOUBLEGUN2_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015fe, name: WARRIOR_HANDGUN1_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x700015ff, name: WARRIOR_HANDGUN2_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001600, name: WARRIOR_SHOTGUN_DEFAULT.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001605, name: SLINTERFACEBUTTON.DAT, group: 0xffffffff, partId: 0xffffffff
id: 0x70001607, name: SLINTERFACEMAINWINDOW.DAT, group: 0xffffffff, partId: 0xffffffff
id: 0x70001608, name: SLINTERFACESTATIC.DAT, group: 0xffffffff, partId: 0xffffffff
id: 0x7000166b, name: SLINTERFACESCROLL.DAT, group: 0xffffffff, partId: 0xffffffff
id: 0x70001678, name: MON001_ATTACKA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001679, name: MON001_MOVEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000167a, name: MON002_IDLEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000167b, name: MON003_ATTACKA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000167c, name: MON004_IDLEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000167d, name: MON004_MOVEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000167e, name: MON005_ATTACKA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000167f, name: MON005_IDLEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001680, name: MON005_MOVEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001683, name: MON007_MOVEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001684, name: MON008_ATTACKA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001685, name: MON008_ATTACKB.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001686, name: MON009_ATTACKA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001687, name: MON011_IDLEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001688, name: MON012_ATTACKA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001689, name: MON012_IDLEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000168a, name: MON015_ATTACKA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000168b, name: MON015_MOVEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000168c, name: MON016_IDLEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000168d, name: MON018_ATTACKA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000168e, name: MON018_ATTACKB.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001690, name: MON018_MOVEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001692, name: MON020_ATTACKB.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001693, name: MON022_ATTACKA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001695, name: MON033_IDLEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001696, name: MON034_ATTACKB.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001698, name: MON035_IDLEA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x70001699, name: MON036_ATTACKA.WAV, group: 0xffffffff, partId: 0xffffffff
id: 0x7000169c, name: 101.NEC, group: 0xffffffff, partId: 0xffffffff
id: 0x7000169d, name: 101.NES, group: 0xffffffff, partId: 0xffffffff
id: 0x700016a1, name: 102.NEC, group: 0xffffffff, partId: 0xffffffff
id: 0x700016a2, name: 102.NES, group: 0xffffffff, partId: 0xffffffff
id: 0x700016af, name: 103.NEC, group: 0xffffffff, partId: 0xffffffff
id: 0x700016b0, name: 103.NES, group: 0xffffffff, partId: 0xffffffff
id: 0x700016b1, name: 106.NEC, group: 0xffffffff, partId: 0xffffffff
id: 0x700016b2, name: 106.NES, group: 0xffffffff, partId: 0xffffffff
id: 0x700016b3, name: 108.NEC, group: 0xffffffff, partId: 0xffffffff
id: 0x700016b4, name: 108.NES, group: 0xffffffff, partId: 0xffffffff
id: 0x700016b5, name: 112.NEC, group: 0xffffffff, partId: 0xffffffff
id: 0x700016b6, name: 112.NES, group: 0xffffffff, partId: 0xffffffff
id: 0x700016fb, name: 113.NEC, group: 0xffffffff, partId: 0xffffffff
id: 0x700016fc, name: 113.NES, group: 0xffffffff, partId: 0xffffffff
id: 0x700016fd, name: 124.nec, group: 0xffffffff, partId: 0xffffffff
id: 0x700016fe, name: 124.nes, group: 0xffffffff, partId: 0xffffffff
id: 0x700016ff, name: BIN09.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001700, name: BIN10.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001701, name: BIN11.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001702, name: BIN12.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001703, name: BIN13.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001704, name: BIN14.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001705, name: BIN15.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001706, name: BIN16.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001707, name: BIN17.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001708, name: BIN18.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001709, name: BIN19.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x7000170a, name: BIN20.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x7000170b, name: BIN21.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x7000170c, name: BIN22.ROOM, group: 0xffffffff, partId: 0xffffffff
id: 0x70001726, name: 201.nec, group: 0xffffffff, partId: 0xffffffff
id: 0x70001727, name: 201.nes, group: 0xffffffff, partId: 0xffffffff
id: 0x70001728, name: 202.nec, group: 0xffffffff, partId: 0xffffffff
id: 0x70001729, name: 202.nes, group: 0xffffffff, partId: 0xffffffff
id: 0x7000173f, name: 203.nec, group: 0xffffffff, partId: 0xffffffff
id: 0x70001740, name: 203.nes, group: 0xffffffff, partId: 0xffffffff
id: 0x70001741, name: 204.nec, group: 0xffffffff, partId: 0xffffffff
id: 0x70001742, name: 204.nes, group: 0xffffffff, partId: 0xffffffff
id: 0x70001747, name: SLINTERFACEMAIN800X600.DAT, group: 0xffffffff, partId: 0xffffffff
id: 0x70001748, name: MALE_CAFEDEFAULT.BNX, group: 0x70000001, partId: 0x70000123
id: 0x70001749, name: MALE_FOODEAT01.BNX, group: 0x70000001, partId: 0x70000124
id: 0x7000174a, name: MALE_FOODEAT02.BNX, group: 0x70000001, partId: 0x70000125
id: 0x7000174b, name: MALE_FOODEAT03.BNX, group: 0x70000001, partId: 0x70000126
id: 0x7000174c, name: MALE_FOODEAT04.BNX, group: 0x70000001, partId: 0x70000127
id: 0x7000174d, name: MALE_FOODEAT05.BNX, group: 0x70000001, partId: 0x70000128
id: 0x7000174e, name: MALE_FOODEAT06.BNX, group: 0x70000001, partId: 0x70000129
id: 0x7000174f, name: MALE_FOODEATL.BNX, group: 0x70000001, partId: 0x7000012a
id: 0x70001750, name: MALE_FOODEATR.BNX, group: 0x70000001, partId: 0x7000012b
id: 0x70001751, name: MALE_FOODGET.BNX, group: 0x70000001, partId: 0x7000012c
id: 0x70001752, name: MALE_FOODGIVEL1.BNX, group: 0x70000001, partId: 0x7000012d
id: 0x70001753, name: MALE_FOODGIVEL2.BNX, group: 0x70000001, partId: 0x7000012e
id: 0x70001754, name: MALE_FOODGIVEL3.BNX, group: 0x70000001, partId: 0x7000012f
id: 0x70001755, name: MALE_FOODGIVER1.BNX, group: 0x70000001, partId: 0x70000130
id: 0x70001756, name: MALE_FOODGIVER2.BNX, group: 0x70000001, partId: 0x70000135
id: 0x70001757, name: MALE_FOODGIVER3.BNX, group: 0x70000001, partId: 0x700001a0
id: 0x70001758, name: MALE_FOODHOLD01.BNX, group: 0x70000001, partId: 0x700001a6
id: 0x70001759, name: MALE_FOODHOLD02.BNX, group: 0x70000001, partId: 0x7000021d
id: 0x7000175a, name: MALE_FOODHOLD03.BNX, group: 0x70000001, partId: 0x7000021e
id: 0x7000175b, name: MALE_FOODHOLD04.BNX, group: 0x70000001, partId: 0x7000021f
id: 0x7000175c, name: MALE_FOODHOLD05.BNX, group: 0x70000001, partId: 0x70000220
id: 0x7000175d, name: MALE_FOODHOLD06.BNX, group: 0x70000001, partId: 0x70000221
id: 0x7000175e, name: MALE_FOODPICK01.BNX, group: 0x70000001, partId: 0x70000222
id: 0x7000175f, name: MALE_FOODPICK02.BNX, group: 0x70000001, partId: 0x70000223
id: 0x70001760, name: MALE_FOODPICK03.BNX, group: 0x70000001, partId: 0x70000224
id: 0x70001761, name: MALE_FOODPICK04.BNX, group: 0x70000001, partId: 0x70000225
id: 0x70001762, name: MALE_FOODPICK05.BNX, group: 0x70000001, partId: 0x70000226
id: 0x70001763, name: MALE_FOODPICK06.BNX, group: 0x70000001, partId: 0x70000227
id: 0x700017ad, name: 305.nec, group: 0xffffffff, partId: 0xffffffff
id: 0x700017ae, name: 305.nes, group: 0xffffffff, partId: 0xffffffff
id: 0x700017af, name: MALE_CAFESITDOWN.BNX, group: 0x70000001, partId: 0x70000228
id: 0x700017b0, name: MALE_CAFESITUP.BNX, group: 0x70000001, partId: 0x70000229
id: 0x700017b1, name: GlobalClientEvent.ngc, group: 0xffffffff, partId: 0xffffffff
id: 0x700017b2, name: GlobalServerEvent.ngs, group: 0xffffffff, partId: 0xffffffff
id: 0x700017bd, name: FEMALE_CAFEDEFAULT.BNX, group: 0x70000000, partId: 0x70000123
id: 0x700017be, name: FEMALE_CAFESITDOWN.BNX, group: 0x70000000, partId: 0x70000228
id: 0x700017bf, name: FEMALE_CAFESITUP.BNX, group: 0x70000000, partId: 0x70000229
id: 0x700017c0, name: FEMALE_FOODEAT01.BNX, group: 0x70000000, partId: 0x70000124
id: 0x700017c1, name: FEMALE_FOODEAT02.BNX, group: 0x70000000, partId: 0x70000125
id: 0x700017c2, name: FEMALE_FOODEAT03.BNX, group: 0x70000000, partId: 0x70000126
id: 0x700017c3, name: FEMALE_FOODEAT04.BNX, group: 0x70000000, partId: 0x70000127
id: 0x700017c4, name: FEMALE_FOODEAT05.BNX, group: 0x70000000, partId: 0x70000128
id: 0x700017c5, name: FEMALE_FOODEAT06.BNX, group: 0x70000000, partId: 0x70000129
id: 0x700017c6, name: FEMALE_FOODEATL.BNX, group: 0x70000000, partId: 0x7000012a
id: 0x700017c7, name: FEMALE_FOODEATR.BNX, group: 0x70000000, partId: 0x7000012b
id: 0x700017c8, name: FEMALE_FOODGET.BNX, group: 0x70000000, partId: 0x7000012c
id: 0x700017c9, name: FEMALE_FOODGIVEL1.BNX, group: 0x70000000, partId: 0x7000012d
